Problem type,Reported date,Primary action type,Primary action date,Assessment status,Repair date,Lat,Lng,Case status,Last updated
Pothole,2023-04-27 00:00:00,Assess,04/05/2023,Assessed,27/05/2023,57.1578742020835,-2.13982343673706,open,04/05/2023
Pothole,2023-04-27 00:00:00,Assess,04/05/2023,,,57.1490244156477,-2.11166284978674,open,27/04/2023
Other - road related,2023-04-28 00:00:00,Assess,05/05/2023,,,57.1410664766735,-2.10074901580811,open,28/04/2023
Uneven surface or cracking,2023-04-28 00:00:00,Assess,05/05/2023,,,57.1588763087798,-2.22440958023071,open,28/04/2023
Markings - defective,2023-04-28 00:00:00,Assess,05/05/2023,Assessed,28/05/2023,57.1469401524708,-2.21957355737686,open,02/05/2023
Markings - defective,2023-04-29 00:00:00,Assess,06/05/2023,Assessed,29/05/2023,57.1455772400398,-2.11244514144028,open,25/05/2023
Pothole,2023-04-29 00:00:00,Assess,06/05/2023,,,57.1296782859014,-2.11790978908539,open,29/04/2023
Pothole,2023-04-30 00:00:00,Assess,07/05/2023,,,57.1825854110734,-2.18358635902405,open,30/04/2023
Lit bollard - damaged or missing,2023-04-30 00:00:00,Assess,07/05/2023,Assessed,31/05/2023,57.1418186735448,-2.1126309323634,open,02/05/2023
Markings - defective,2023-05-02 00:00:00,Assess,09/05/2023,Assessed,01/06/2023,57.1522352510752,-2.09929013358988,open,03/05/2023
Uneven surface or cracking,2023-05-03 00:00:00,Assess,10/05/2023,,,57.0979557810679,-2.07676393600423,open,03/05/2023
Pothole,2023-05-03 00:00:00,Assess,10/05/2023,,,57.1194834678397,-2.0734977722168,open,03/05/2023
Other - road related,2023-05-03 00:00:00,Assess,10/05/2023,,,57.1826713586114,-2.18470215797424,open,03/05/2023
Markings - defective,2023-05-03 00:00:00,Assess,10/05/2023,,,57.1483436283831,-2.10904272040352,open,03/05/2023
Markings - defective,2023-05-04 00:00:00,Assess,11/05/2023,Assessed,03/06/2023,57.1858240232496,-2.11103796958923,open,22/05/2023
Pothole,2023-05-04 00:00:00,Assess,11/05/2023,,,57.1950544360381,-2.12645530700684,open,04/05/2023
Markings - defective,2023-05-04 00:00:00,Assess,11/05/2023,,,57.163537377719,-2.13630437850952,open,04/05/2023
Markings - defective,2023-05-04 00:00:00,Assess,11/05/2023,Assessed,04/06/2023,57.1222052528026,-2.11718559265137,open,22/05/2023
Pothole,2023-05-05 00:00:00,Assess,12/05/2023,,,57.1790835603009,-2.21567630767822,open,05/05/2023
Markings - defective,2023-05-05 00:00:00,Assess,12/05/2023,,,57.1552208231778,-2.10009138656233,open,05/05/2023
Oil or Fuel spill,2023-05-05 00:00:00,Make safe,06/05/2023,,,57.1667833855453,-2.09689602255821,open,05/05/2023
Markings - defective,2023-05-06 00:00:00,Assess,13/05/2023,Assessed,05/06/2023,57.123937063737,-2.20284730195999,open,15/05/2023
Markings - defective,2023-05-07 00:00:00,Assess,14/05/2023,Assessed,07/06/2023,57.1550473491134,-2.09532258966192,open,22/05/2023
Markings - defective,2023-05-08 00:00:00,Assess,15/05/2023,,,57.1259050412299,-2.14306354522705,open,08/05/2023
Pothole,2023-05-09 00:00:00,Assess,16/05/2023,,,57.2113392368509,-2.21610546112061,open,09/05/2023
Markings - defective,2023-05-09 00:00:00,Assess,16/05/2023,Assessed,08/06/2023,57.1475734243392,-2.09126204252243,open,19/05/2023
Other - road related,2023-05-10 00:00:00,Assess,17/05/2023,,,57.0992910212902,-2.07827741280539,open,10/05/2023
Other - road related,2023-05-11 00:00:00,Assess,18/05/2023,,,57.1649785781951,-2.12294161319733,open,11/05/2023
Markings - defective,2023-05-11 00:00:00,Assess,18/05/2023,Assessed,10/06/2023,57.1498115304901,-2.10865753450435,open,12/05/2023
Markings - defective,2023-05-11 00:00:00,Assess,18/05/2023,,,57.1164127629289,-2.10808753967285,open,11/05/2023
Zebra or pelican crossing,2023-05-11 00:00:00,Assess,18/05/2023,,,57.1915330574415,-2.18035697937012,open,11/05/2023
Pothole,2023-05-11 00:00:00,Assess,18/05/2023,,,57.1802107210902,-2.09158658981323,open,11/05/2023
Markings - defective,2023-05-12 00:00:00,Assess,19/05/2023,Assessed,11/06/2023,57.1498744419949,-2.10846088142716,open,17/05/2023
Markings - defective,2023-05-16 00:00:00,Assess,23/05/2023,Assessed,15/06/2023,57.1508458268064,-2.09863543510437,open,17/05/2023
Other - road related,2023-05-16 00:00:00,Assess,23/05/2023,,,57.2096994774064,-2.1857213973999,open,16/05/2023
Markings - defective,2023-05-16 00:00:00,Assess,23/05/2023,,,57.1262078649137,-2.0869517326355,open,16/05/2023
Markings - defective,2023-05-17 00:00:00,Assess,24/05/2023,,,57.187590204615,-2.11096286773682,open,17/05/2023
Other - road related,2023-05-17 00:00:00,Assess,24/05/2023,,,57.1327086955537,-2.12419152259827,open,17/05/2023
Pothole,2023-05-18 00:00:00,Assess,25/05/2023,,,57.2160898791964,-2.19898760318756,open,18/05/2023
Other - road related,2023-05-18 00:00:00,Assess,25/05/2023,,,57.1499695241906,-2.16485381126404,open,18/05/2023
Markings - defective,2023-05-19 00:00:00,Assess,26/05/2023,Assessed,18/06/2023,57.1360042493559,-2.11497523092476,open,22/05/2023
Other - road related,2023-05-20 00:00:00,Assess,27/05/2023,,,57.1742175156692,-2.18884080648422,open,20/05/2023
Markings - defective,2023-05-21 00:00:00,Assess,28/05/2023,Assessed,20/06/2023,57.1224829978977,-2.11692810058594,open,22/05/2023
Markings - defective,2023-05-22 00:00:00,Assess,29/05/2023,Assessed,21/06/2023,57.1594205138639,-2.09540253808996,open,22/05/2023
Pothole,2023-05-22 00:00:00,Assess,29/05/2023,,,57.165839363125,-2.14235002175315,open,22/05/2023
Other - road related,2023-05-22 00:00:00,Assess,29/05/2023,,,57.1121886140237,-2.11482523347286,open,22/05/2023
Markings - defective,2023-05-22 00:00:00,Assess,29/05/2023,Assessed,22/06/2023,57.1565698851607,-2.10925150465357,open,25/05/2023
Other - road related,2023-05-23 00:00:00,Assess,30/05/2023,Assessed,22/06/2023,57.1639807880488,-2.22074031829834,open,12/06/2023
Other - road related,2023-05-23 00:00:00,Assess,30/05/2023,,,57.1555727428376,-2.10409641265869,open,23/05/2023
Markings - defective,2023-05-23 00:00:00,Assess,30/05/2023,Assessed,22/06/2023,57.1409849715657,-2.11329102516174,open,25/05/2023
Pothole,2023-05-23 00:00:00,Assess,30/05/2023,,,57.1563910842183,-2.16373801231384,open,23/05/2023
Uneven surface or cracking,2023-05-25 00:00:00,Assess,01/06/2023,,,57.1670793004604,-2.12459921836853,open,25/05/2023
Pothole,2023-05-25 00:00:00,Assess,01/06/2023,,,57.1296477153342,-2.11780250072479,open,25/05/2023
Markings - defective,2023-05-26 00:00:00,Assess,02/06/2023,Assessed,25/06/2023,57.1509945150249,-2.1031066775322,open,06/09/2023
Markings - defective,2023-05-26 00:00:00,Assess,02/06/2023,,,57.119743793548,-2.14013187552837,open,26/05/2023
Other - road related,2023-05-26 00:00:00,Assess,02/06/2023,,,57.1563233046835,-2.10979878902435,open,26/05/2023
Markings - defective,2023-05-27 00:00:00,Assess,03/06/2023,Assessed,26/06/2023,57.1334108939089,-2.07526091749969,open,20/06/2023
Markings - defective,2023-05-28 00:00:00,Assess,04/06/2023,Assessed,27/06/2023,57.1507137199365,-2.09284454584122,open,06/09/2023
Pothole,2023-05-29 00:00:00,Assess,05/06/2023,,,57.1857044337293,-2.11008846759796,open,29/05/2023
Uneven surface or cracking,2023-05-29 00:00:00,Assess,05/06/2023,,,57.1681945609854,-2.0910438506553,open,29/05/2023
Other - road related,2023-05-30 00:00:00,Assess,06/06/2023,,,57.1247095209142,-2.12257012724876,open,30/05/2023
Markings - defective,2023-05-30 00:00:00,Assess,06/06/2023,Assessed,29/06/2023,57.1468895549317,-2.22000002861023,open,30/05/2023
Other - road related,2023-06-01 00:00:00,Assess,08/06/2023,,,57.1364161599046,-2.16842651367188,open,01/06/2023
Markings - defective,2023-06-01 00:00:00,Assess,08/06/2023,Assessed,02/07/2023,57.1685978255229,-2.13931649923325,open,02/06/2023
Markings - defective,2023-06-02 00:00:00,Assess,09/06/2023,Assessed,02/07/2023,57.1305098403567,-2.15915649596354,open,02/06/2023
Other - road related,2023-06-02 00:00:00,Assess,09/06/2023,,,57.1442273110434,-2.17258930206299,open,02/06/2023
Other - road related,2023-06-03 00:00:00,Assess,10/06/2023,,,57.1828889521715,-2.11015284061432,open,03/06/2023
Pothole,2023-06-04 00:00:00,Assess,11/06/2023,,,57.1322923058474,-2.12289247559966,open,04/06/2023
Other - road related,2023-06-05 00:00:00,Assess,12/06/2023,,,57.1224705079432,-2.11735188961029,open,05/06/2023
Pothole,2023-06-05 00:00:00,Assess,12/06/2023,,,57.1688090532405,-2.09830284118652,open,05/06/2023
Markings - defective,2023-06-06 00:00:00,Assess,13/06/2023,Assessed,06/07/2023,57.142545010686,-2.11203631709054,open,26/06/2023
Markings - defective,2023-06-07 00:00:00,Assess,14/06/2023,Assessed,07/07/2023,57.1507552153181,-2.11921334266663,open,07/06/2023
Other - road related,2023-06-07 00:00:00,Assess,14/06/2023,,,57.2024617083046,-2.21994638442993,open,07/06/2023
Markings - defective,2023-06-08 00:00:00,Assess,15/06/2023,Assessed,08/07/2023,57.1668982736027,-2.10674107074738,open,12/06/2023
Markings - defective,2023-06-09 00:00:00,Assess,16/06/2023,,,57.2003809162283,-2.18388676643372,open,09/06/2023
Markings - defective,2023-06-09 00:00:00,Assess,16/06/2023,Assessed,09/07/2023,57.1468065025191,-2.22006976604462,open,12/06/2023
Uneven surface or cracking,2023-06-10 00:00:00,Assess,17/06/2023,Assessed,10/07/2023,57.2206028450516,-2.27629423141479,open,14/06/2023
Other - road related,2023-06-11 00:00:00,Assess,18/06/2023,Assessed,11/07/2023,57.1991981881266,-2.21620738506317,open,12/06/2023
Other - road related,2023-06-12 00:00:00,Assess,19/06/2023,,,57.1488383229869,-2.10637545213103,open,12/06/2023
Uneven surface or cracking,2023-06-12 00:00:00,Assess,19/06/2023,,,57.1618422250039,-2.20681428909302,open,12/06/2023
Markings - defective,2023-06-12 00:00:00,Assess,19/06/2023,,,57.2001339122606,-2.18375265598297,open,12/06/2023
Overhanging vegetation,2023-06-12 00:00:00,Assess,19/06/2023,,,57.1280224803147,-2.09648430347443,open,12/06/2023
Pothole,2023-06-12 00:00:00,Assess,19/06/2023,,,57.1856937415711,-2.10999995470047,open,12/06/2023
Markings - defective,2023-06-13 00:00:00,Assess,20/06/2023,Assessed,13/07/2023,57.1504057231257,-2.09330998064615,open,22/06/2023
Markings - defective,2023-06-14 00:00:00,Assess,21/06/2023,Assessed,14/07/2023,57.1506492447185,-2.09227591753006,open,14/06/2023
Uneven surface or cracking,2023-06-14 00:00:00,Assess,21/06/2023,,,57.156387720247,-2.16370046138763,open,14/06/2023
Other - road related,2023-06-15 00:00:00,Assess,22/06/2023,,,57.0960894195659,-2.26523280143738,open,15/06/2023
Other - road related,2023-06-18 00:00:00,Assess,25/06/2023,,,57.157533589366,-2.22370952367783,open,18/06/2023
Pothole,2023-06-19 00:00:00,Assess,26/06/2023,Assessed,19/07/2023,57.1616844822193,-2.13302135467529,open,22/06/2023
"Utility cover - broken, high/low or missing",2023-06-19 00:00:00,Make safe,19/06/2023,,,57.1264503892238,-2.12323665618896,open,19/06/2023
Other - road related,2023-06-19 00:00:00,Assess,26/06/2023,,,57.1480140597895,-2.10004091262817,open,19/06/2023
Other - road related,2023-06-19 00:00:00,Assess,26/06/2023,Assessed,19/07/2023,57.1576153448867,-2.14753344655037,open,21/06/2023
Pothole,2023-06-20 00:00:00,Assess,27/06/2023,,,57.1195009756621,-2.07351453602314,open,20/06/2023
Pothole,2023-06-21 00:00:00,Assess,28/06/2023,,,57.2063863954425,-2.18808710575104,open,21/06/2023
Markings - defective,2023-06-22 00:00:00,Assess,29/06/2023,,,57.1957784932453,-2.100817398169,open,22/06/2023
Other - road related,2023-06-22 00:00:00,Assess,29/06/2023,,,57.2070972882124,-2.1826234307423,open,22/06/2023
Pothole,2023-06-22 00:00:00,Assess,29/06/2023,,,57.1195526686254,-2.07354672253132,open,22/06/2023
"Cobbles - damaged, missing or uneven",2023-06-22 00:00:00,Assess,29/06/2023,,,57.145666144258,-2.09868639707565,open,22/06/2023
Markings - defective,2023-06-23 00:00:00,Assess,30/06/2023,Assessed,23/07/2023,57.1330759766134,-2.14904755353928,open,06/09/2023
Uneven surface or cracking,2023-06-24 00:00:00,Assess,01/07/2023,,,57.1367324061458,-2.13885247707367,open,24/06/2023
Pothole,2023-06-25 00:00:00,Assess,02/07/2023,,,57.1583172030275,-2.09455713629723,open,25/06/2023
"Cobbles - damaged, missing or uneven",2023-06-25 00:00:00,Assess,02/07/2023,,,57.1466539892026,-2.09743361167511,open,25/06/2023
Pothole,2023-06-26 00:00:00,Assess,03/07/2023,,,57.1497155281751,-2.09027761083234,open,26/06/2023
Other - road related,2023-06-26 00:00:00,Assess,03/07/2023,,,57.1403360337649,-2.13179290294647,open,26/06/2023
Other - road related,2023-06-27 00:00:00,Assess,04/07/2023,,,57.1566639285471,-2.14033842086792,open,27/06/2023
Other - road related,2023-06-27 00:00:00,Assess,04/07/2023,Assessed,27/07/2023,57.1373649814874,-2.14343637228012,open,18/07/2023
Other - road related,2023-06-28 00:00:00,Assess,05/07/2023,,,57.1478951723062,-2.24627494812012,open,28/06/2023
Markings - defective,2023-06-28 00:00:00,Assess,05/07/2023,Assessed,28/07/2023,57.1318049254988,-2.15362071990967,open,29/06/2023
Pothole,2023-06-28 00:00:00,Assess,05/07/2023,,,57.1296769192564,-2.11796142160892,open,28/06/2023
Uneven surface or cracking,2023-06-29 00:00:00,Assess,06/07/2023,,,57.1320076251916,-2.12235689163208,open,29/06/2023
Other - road related,2023-06-29 00:00:00,Assess,06/07/2023,,,57.1563848449605,-2.16375075280666,open,29/06/2023
Markings - defective,2023-06-29 00:00:00,Assess,06/07/2023,Assessed,29/07/2023,57.183109905991,-2.17955231666565,open,11/07/2023
Pothole,2023-06-29 00:00:00,Assess,06/07/2023,,,57.1674881145382,-2.08557307720184,open,29/06/2023
Markings - defective,2023-06-29 00:00:00,Assess,06/07/2023,Assessed,30/07/2023,57.1458484377538,-2.12517991662025,open,11/07/2023
Markings - defective,2023-06-30 00:00:00,Assess,07/07/2023,Assessed,30/07/2023,57.1626694693813,-2.09723029267252,open,11/07/2023
Uneven surface or cracking,2023-06-30 00:00:00,Assess,07/07/2023,,,57.1352149363765,-2.11603760719299,open,30/06/2023
Other - road related,2023-07-02 00:00:00,Assess,09/07/2023,,,57.1736672562395,-2.11789101362228,open,02/07/2023
Markings - defective,2023-07-03 00:00:00,Assess,10/07/2023,Assessed,02/08/2023,57.1451325576554,-2.14896775782108,open,03/07/2023
Uneven surface or cracking,2023-07-03 00:00:00,Assess,10/07/2023,,,57.1482826118969,-2.09625631570816,open,03/07/2023
Other - road related,2023-07-03 00:00:00,Assess,10/07/2023,,,57.1384188403688,-2.12480306625366,open,03/07/2023
Markings - defective,2023-07-03 00:00:00,Assess,10/07/2023,Assessed,03/08/2023,57.1397741540184,-2.1108341217041,open,04/07/2023
Other - road related,2023-07-04 00:00:00,Assess,11/07/2023,,,57.137838951169,-2.09780925885184,open,04/07/2023
Markings - defective,2023-07-04 00:00:00,Assess,11/07/2023,Assessed,03/08/2023,57.1469686739469,-2.21923828125,open,05/07/2023
Uneven surface or cracking,2023-07-04 00:00:00,Assess,11/07/2023,Assessed,03/08/2023,57.1584441861069,-2.10748940706253,open,05/07/2023
Guard rail - damaged or broken,2023-07-05 00:00:00,Make safe,05/07/2023,Made Safe,04/08/2023,57.160825168799,-2.22751021385193,open,05/07/2023
Markings - defective,2023-07-05 00:00:00,Assess,12/07/2023,Assessed,04/08/2023,57.1217507755559,-2.13971614837646,open,13/07/2023
Dangerous overhead wires,2023-07-05 00:00:00,Make safe,05/07/2023,,,57.1499158647893,-2.21507546236808,open,05/07/2023
Pothole,2023-07-06 00:00:00,Assess,13/07/2023,,,57.1566561437381,-2.14896574616432,open,06/07/2023
Other - road related,2023-07-06 00:00:00,Assess,13/07/2023,,,57.1463650144418,-2.14081228652503,open,06/07/2023
Markings - defective,2023-07-07 00:00:00,Assess,14/07/2023,Assessed,06/08/2023,57.1487127938675,-2.10983633995056,open,25/07/2023
Markings - defective,2023-07-08 00:00:00,Assess,15/07/2023,,,57.1548540356822,-2.16088682413101,open,08/07/2023
Other - road related,2023-07-10 00:00:00,Assess,17/07/2023,,,57.1932723534324,-2.13011384010315,open,10/07/2023
Markings - defective,2023-07-10 00:00:00,Assess,17/07/2023,Assessed,10/08/2023,57.2026032419522,-2.19245910644531,open,11/07/2023
Other - road related,2023-07-11 00:00:00,Assess,18/07/2023,,,57.0984605588819,-2.07747811451895,open,11/07/2023
Markings - defective,2023-07-11 00:00:00,Assess,18/07/2023,Assessed,11/08/2023,57.1467635780127,-2.22008183598518,open,12/07/2023
Uneven surface or cracking,2023-07-12 00:00:00,Assess,19/07/2023,,,57.2094695433899,-2.18113481998444,open,12/07/2023
Markings - defective,2023-07-12 00:00:00,Assess,19/07/2023,Assessed,11/08/2023,57.1417810099716,-2.11307108402252,open,13/07/2023
Other - road related,2023-07-12 00:00:00,Assess,19/07/2023,,,57.1220463400341,-2.18498110771179,open,12/07/2023
Pothole,2023-07-12 00:00:00,Assess,19/07/2023,,,57.1296840568857,-2.11800424115395,open,12/07/2023
Other - pavement or path related,2023-07-12 00:00:00,Assess,19/07/2023,,,57.1359761487739,-2.10871517658234,open,12/07/2023
Markings - defective,2023-07-13 00:00:00,Assess,20/07/2023,Assessed,12/08/2023,57.1217295283295,-2.13970062990484,open,13/07/2023
Pothole,2023-07-13 00:00:00,Assess,20/07/2023,,,57.0973609870122,-2.27550029754639,open,13/07/2023
Other - road related,2023-07-13 00:00:00,Assess,20/07/2023,,,57.1460104358008,-2.14356780052185,open,13/07/2023
Uneven surface or cracking,2023-07-15 00:00:00,Assess,22/07/2023,,,57.1382320942689,-2.16684937477112,open,15/07/2023
Markings - defective,2023-07-16 00:00:00,Assess,23/07/2023,Assessed,15/08/2023,57.1672385364835,-2.10198953747749,open,17/07/2023
Pothole,2023-07-17 00:00:00,Assess,24/07/2023,,,57.1838064651607,-2.18396186828613,open,17/07/2023
Uneven surface or cracking,2023-07-17 00:00:00,Assess,24/07/2023,,,57.1367220928222,-2.13884711265564,open,17/07/2023
Other - road related,2023-07-18 00:00:00,Assess,25/07/2023,,,57.1295735243125,-2.05676058922108,open,18/07/2023
Pothole,2023-07-18 00:00:00,Assess,25/07/2023,,,57.1448886742873,-2.11794063448906,open,18/07/2023
Other - road related,2023-07-19 00:00:00,Assess,26/07/2023,Assessed,19/08/2023,57.1051266574856,-2.23131626844406,open,21/07/2023
Pothole,2023-07-19 00:00:00,Assess,26/07/2023,,,57.1143534445845,-2.17880129814148,open,19/07/2023
Uneven surface or cracking,2023-07-21 00:00:00,Assess,28/07/2023,Assessed,20/08/2023,57.1574506744916,-2.14063614606857,open,28/07/2023
Pothole,2023-07-23 00:00:00,Assess,30/07/2023,,,57.1452596655782,-2.18520641326904,open,23/07/2023
Uneven surface or cracking,2023-07-23 00:00:00,Assess,30/07/2023,,,57.1618724962695,-2.16153860092163,open,23/07/2023
Markings - defective,2023-07-25 00:00:00,Assess,01/08/2023,Assessed,24/08/2023,57.1819711211184,-2.0912016928196,open,26/07/2023
Other - road related,2023-07-26 00:00:00,Assess,02/08/2023,,,57.2003751043893,-2.18392431735992,open,26/07/2023
Markings - defective,2023-07-27 00:00:00,Assess,03/08/2023,Assessed,26/08/2023,57.1381394030882,-2.16452121734619,open,27/07/2023
Overhanging vegetation,2023-07-27 00:00:00,Assess,03/08/2023,,,57.139105872343,-2.16177463531494,open,27/07/2023
Pothole,2023-07-28 00:00:00,Assess,04/08/2023,Assessed,27/08/2023,57.1282008274687,-2.1461935993284,open,08/08/2023
Markings - defective,2023-07-28 00:00:00,Assess,04/08/2023,Assessed,27/08/2023,57.1249348604561,-2.09985852241516,open,28/07/2023
Other - road related,2023-07-30 00:00:00,Assess,06/08/2023,,,57.152928122954,-2.22653388977051,open,30/07/2023
Bollard - damaged or missing,2023-07-30 00:00:00,Assess,06/08/2023,,,57.1367006380512,-2.08049291236648,open,30/07/2023
Markings - defective,2023-07-31 00:00:00,Assess,07/08/2023,Assessed,30/08/2023,57.1987186929687,-2.21428155899048,open,01/08/2023
Markings - defective,2023-08-02 00:00:00,Assess,09/08/2023,Assessed,01/09/2023,57.1053102117539,-2.08148270845925,open,08/08/2023
Markings - defective,2023-08-02 00:00:00,Assess,09/08/2023,,,57.1887703976647,-2.11223959922791,open,02/08/2023
Other - road related,2023-08-03 00:00:00,Assess,10/08/2023,,,57.1288668380489,-2.15240299701691,open,03/08/2023
Markings - defective,2023-08-04 00:00:00,Assess,11/08/2023,,,57.1902250572614,-2.11264729499817,open,04/08/2023
Other - road related,2023-08-04 00:00:00,Assess,11/08/2023,Assessed,03/09/2023,57.1372328092472,-2.11783200502396,open,08/08/2023
Other - road related,2023-08-04 00:00:00,Assess,11/08/2023,,,57.1519282011309,-2.16433543549101,open,04/08/2023
Oil or Fuel spill,2023-08-05 00:00:00,Make safe,05/08/2023,,,57.150531582503,-2.18755602836609,open,05/08/2023
Other - road related,2023-08-06 00:00:00,Assess,13/08/2023,Assessed,06/09/2023,57.139736951776,-2.10361897945404,open,07/11/2023
Markings - defective,2023-08-07 00:00:00,Assess,14/08/2023,,,57.1179813136452,-2.09713339805603,open,07/08/2023
Other - road related,2023-08-07 00:00:00,Assess,14/08/2023,,,57.1937641354425,-2.13072001934052,open,07/08/2023
Pothole,2023-08-07 00:00:00,Assess,14/08/2023,,,57.1294327084559,-2.12328158318996,open,07/08/2023
Uneven surface or cracking,2023-08-07 00:00:00,Assess,14/08/2023,,,57.1019182985007,-2.27275371551514,open,07/08/2023
Markings - defective,2023-08-07 00:00:00,Assess,14/08/2023,Assessed,07/09/2023,57.1467324076963,-2.21980690956116,open,08/08/2023
Pothole,2023-08-08 00:00:00,Assess,15/08/2023,,,57.129541889571,-2.11733780801296,open,08/08/2023
Markings - defective,2023-08-09 00:00:00,Assess,16/08/2023,Assessed,08/09/2023,57.1493849010694,-2.10984170436859,open,09/08/2023
Other - road related,2023-08-09 00:00:00,Assess,16/08/2023,,,57.2057338369762,-2.19094902276993,open,09/08/2023
Uneven surface or cracking,2023-08-09 00:00:00,Assess,16/08/2023,,,57.1772494855333,-2.16744844613004,open,09/08/2023
Markings - defective,2023-08-09 00:00:00,Assess,16/08/2023,Assessed,09/09/2023,57.1521411149345,-2.14715022593737,open,06/09/2023
Markings - defective,2023-08-10 00:00:00,Assess,17/08/2023,Assessed,10/09/2023,57.1469809510203,-2.21964597702026,open,11/08/2023
Pothole,2023-08-11 00:00:00,Assess,18/08/2023,,,57.1692428821173,-2.10875272750854,open,11/08/2023
Other - road related,2023-08-12 00:00:00,Assess,19/08/2023,,,57.1448090733547,-2.09766983985901,open,12/08/2023
Other - road related,2023-08-13 00:00:00,Assess,20/08/2023,,,57.1015080162719,-2.11418638005853,open,13/08/2023
Pothole,2023-08-13 00:00:00,Assess,20/08/2023,Assessed,13/09/2023,57.1584892789731,-2.13059395551682,open,14/08/2023
Markings - defective,2023-08-15 00:00:00,Assess,22/08/2023,Assessed,14/09/2023,57.1375567804886,-2.11973905563354,open,15/08/2023
Pothole,2023-08-15 00:00:00,Assess,22/08/2023,,,57.1563590810195,-2.12018430233002,open,15/08/2023
Pothole,2023-08-15 00:00:00,Assess,22/08/2023,Assessed,14/09/2023,57.1489382281886,-2.14865326881409,open,18/08/2023
Other - road related,2023-08-15 00:00:00,Assess,22/08/2023,,,57.174398255187,-2.14781390503049,open,15/08/2023
Pothole,2023-08-16 00:00:00,Assess,23/08/2023,,,57.2110673406857,-2.21571922302246,open,16/08/2023
Other - road related,2023-08-16 00:00:00,Assess,23/08/2023,,,57.1481304308089,-2.10808753967285,open,16/08/2023
Pothole,2023-08-16 00:00:00,Assess,23/08/2023,Assessed,15/09/2023,57.115424114423,-2.16897368431091,open,25/08/2023
Markings - defective,2023-08-17 00:00:00,Assess,24/08/2023,Assessed,16/09/2023,57.1788569034729,-2.15127378702164,open,06/09/2023
Markings - defective,2023-08-18 00:00:00,Assess,25/08/2023,Assessed,17/09/2023,57.1177593561587,-2.18395113945007,open,06/09/2023
Other - road related,2023-08-19 00:00:00,Assess,26/08/2023,,,57.1468150737732,-2.09450483322144,open,20/08/2023
Pothole,2023-08-20 00:00:00,Assess,27/08/2023,,,57.129675095782,-2.11794465780258,open,20/08/2023
Other - road related,2023-08-20 00:00:00,Assess,27/08/2023,,,57.1422918858394,-2.05977559089661,open,20/08/2023
Markings - defective,2023-08-21 00:00:00,Assess,28/08/2023,Assessed,20/09/2023,57.1337393771525,-2.09278611501304,open,06/09/2023
Other - road related,2023-08-21 00:00:00,Assess,28/08/2023,,,57.1144263683382,-2.1157693862915,open,21/08/2023
Markings - defective,2023-08-22 00:00:00,Assess,29/08/2023,Assessed,21/09/2023,57.135569199774,-2.10132032632828,open,22/08/2023
Pothole,2023-08-22 00:00:00,Assess,29/08/2023,,,57.1159261708701,-2.20265415497295,open,22/08/2023
Other - road related,2023-08-23 00:00:00,Assess,30/08/2023,,,57.1288725701531,-2.13330030441284,open,23/08/2023
Markings - defective,2023-08-24 00:00:00,Assess,31/08/2023,Assessed,23/09/2023,57.1471345505054,-2.21976399421692,open,24/08/2023
Oil or Fuel spill,2023-08-24 00:00:00,Make safe,24/08/2023,,,57.171242530129,-2.14416855438003,open,24/08/2023
Uneven surface or cracking,2023-08-24 00:00:00,Assess,31/08/2023,,,57.1908700128035,-2.18044547702732,open,24/08/2023
Markings - defective,2023-08-25 00:00:00,Assess,01/09/2023,Assessed,24/09/2023,57.1389210853728,-2.14390844106674,open,31/08/2023
Other - road related,2023-08-25 00:00:00,Assess,01/09/2023,,,57.1398043523882,-2.09897875785828,open,25/08/2023
Pothole,2023-08-27 00:00:00,Assess,03/09/2023,,,57.1324175701011,-2.07942008972168,open,27/08/2023
Other - road related,2023-08-28 00:00:00,Assess,04/09/2023,,,57.1558353883781,-2.11478233337402,open,28/08/2023
Pothole,2023-08-28 00:00:00,Assess,04/09/2023,,,57.1483808517016,-2.22435995936394,open,28/08/2023
Markings - defective,2023-08-29 00:00:00,Assess,05/09/2023,Assessed,28/09/2023,57.1743963104506,-2.14924335479736,open,30/08/2023
Markings - defective,2023-08-30 00:00:00,Assess,06/09/2023,Assessed,29/09/2023,57.1481225105491,-2.1150478720665,open,06/09/2023
Overhanging vegetation,2023-08-30 00:00:00,Assess,06/09/2023,,,57.1111918161653,-2.19775915145874,open,30/08/2023
Other - road related,2023-08-30 00:00:00,Assess,06/09/2023,,,57.1217232642963,-2.10756987333298,open,30/08/2023
Markings - defective,2023-08-31 00:00:00,Assess,07/09/2023,Assessed,30/09/2023,57.1469436174789,-2.07966402103011,open,31/08/2023
Markings - defective,2023-08-31 00:00:00,Assess,07/09/2023,,,57.1526511550305,-2.09005102515221,open,31/08/2023
Other - road related,2023-08-31 00:00:00,Assess,07/09/2023,,,57.1418154356193,-2.10387110710144,open,31/08/2023
Markings - defective,2023-09-01 00:00:00,Assess,08/09/2023,Assessed,01/10/2023,57.1609602567096,-2.09524512290955,open,01/09/2023
Other - road related,2023-09-01 00:00:00,Assess,08/09/2023,,,57.1622354871109,-2.17008640160202,open,01/09/2023
Other - road related,2023-09-02 00:00:00,Assess,09/09/2023,,,57.1449633294038,-2.09950766392922,open,02/09/2023
Other - road related,2023-09-03 00:00:00,Assess,10/09/2023,,,57.1478253310711,-2.24434375762939,open,03/09/2023
